region_id,nome,latitude,longitude
1502764,Cumaru do Norte,-8.457990604459521,-51.22102302072894
1502772,Curionópolis,-6.229444410635368,-49.624578162975645
1502806,Curralinho,-1.583572111826938,-49.98815632736485
1502855,Curuá,-1.845255548059106,-55.11353191188913
1502905,Curuçá,-0.7435899845644863,-47.86330142252168
1502939,Dom Eliseu,-4.186684196965166,-47.897990978084465
1502954,Eldorado do Carajás,-6.0696614082836335,-49.245549007598704
1503002,Faro,-1.1590202122211688,-57.806182755731264
1503044,Floresta do Araguaia,-7.548503026928774,-49.57626196797912
1503077,Garrafão do Norte,-2.1683928560544024,-47.07602645009553
1503093,Goianésia do Pará,-4.027081277657034,-49.005504495267786
1503101,Gurupá,-1.149531295752664,-51.553909664171606
1503200,Igarapé-Açu,-1.1446968394983612,-47.565516497438175
1503309,Igarapé-Miri,-2.0625096056187964,-49.13061570390031
1503408,Inhangapi,-1.4648197003756287,-47.92335902985745
1503457,Ipixuna do Pará,-2.8062393259156075,-47.92190356017865
1503507,Irituia,-1.8114305373517974,-47.40059291547417
1503606,Itaituba,-5.871021880761497,-56.49680058039773
1503705,Itupiranga,-5.114884188959377,-49.86986091398147
1503754,Jacareacanga,-7.445291294837726,-57.302736820325585
1503804,Jacundá,-4.598010094885526,-49.181305440179244
1503903,Juruti,-2.6230978792840225,-56.221525881222334
1504000,Limoeiro do Ajuru,-1.8642354597187851,-49.469538943455284
1504059,Mãe do Rio,-1.991009631452012,-47.51295646539224
1504109,Magalhães Barata,-0.8102234288748773,-47.635205838066504
1504208,Marabá,-5.629916611597233,-50.01681354954171
1504307,Maracanã,-0.8097738572750734,-47.498194291503324
1504406,Marapanim,-0.8378601132369617,-47.709655961249325
1504422,Marituba,-1.3968278202659756,-48.31980168286992
1504455,Medicilândia,-3.1604982291635637,-53.19501852236792
1504505,Melgaço,-1.6077748574253778,-51.103896957376215
1504604,Mocajuba,-2.576262333955155,-49.46569342872943
1504703,Moju,-2.6839622681751796,-49.0740583095952
1504752,Mojuí dos Campos,-3.070581380024766,-54.57526367086158
1504802,Monte Alegre,-1.0741672492830685,-54.35308411349914
1504901,Muaná,-1.3561890717092027,-49.30910586886094
1504950,Nova Esperança do Piriá,-2.3928273219281886,-46.89991786050545
1504976,Nova Ipixuna,-4.980747295341287,-49.230543144799
1505007,Nova Timboteua,-1.1574224322698525,-47.39229025734603
1505031,Novo Progresso,-8.062470336440947,-55.61183863170454
1505064,Novo Repartimento,-4.502584863297182,-50.27131087318255
1505106,Óbidos,-0.16984020099427183,-55.67486714991975
1505205,Oeiras do Pará,-2.2788683063284205,-49.90228861956361
1505304,Oriximiná,0.25478184643519547,-57.149923781595355
1505403,Ourém,-1.496295818716068,-47.13862847277843
1505437,Ourilândia do Norte,-7.520093361484645,-51.431094971134115
1505486,Pacajá,-3.684143106314642,-50.63138062874265
1505494,Palestina do Pará,-5.92704200980459,-48.370417678425824
1505502,Paragominas,-3.2035669725831286,-47.60345991475343
1505536,Parauapebas,-6.1517700449951,-50.4902248479433
1505551,Pau D'Arco,-7.737203722197343,-50.122969945494425
1505601,Peixe-Boi,-1.1302524821255235,-47.27224558841354
1505635,Piçarra,-6.540988551608936,-49.01187522827757
1505650,Placas,-3.890043979669376,-54.500355782132566
1505700,Ponta de Pedras,-1.1170738210369136,-49.07747234646544
1505809,Portel,-2.5655253813260503,-50.955857077544735
1505908,Porto de Moz,-2.184611610086415,-52.54773643620109
1506005,Prainha,-2.120102955903639,-53.6601926148902
1506104,Primavera,-0.9530625977010633,-47.13125584582773
1506112,Quatipuru,-0.8593122491512657,-47.01540922890927
1506138,Redenção,-8.069328319174659,-50.197924533144345
1506161,Rio Maria,-7.340456834980348,-49.89472372713264
1506187,Rondon do Pará,-4.5167467197427635,-48.45998748139625
1506195,Rurópolis,-4.240518828704392,-55.210411263729554
1506203,Salinópolis,-0.6840255196013408,-47.351963075918256
1506302,Salvaterra,-0.7969906860707723,-48.62979309670263
1506351,Santa Bárbara do Pará,-1.193931309851788,-48.250048652169234
1506401,Santa Cruz do Arari,-0.5831280012806701,-49.31412343835201
1506500,Santa Izabel do Pará,-1.3651536082775444,-48.12948074465158
1506559,Santa Luzia do Pará,-1.6564588835166867,-46.927028271539804
1506583,Santa Maria das Barreiras,-8.634087011828827,-50.3147554921037
1506609,Santa Maria do Pará,-1.3747448630127488,-47.521878609032846
1506708,Santana do Araguaia,-9.364172559269775,-50.61125540711353
1506807,Santarém,-2.6791921229169327,-55.23851871485742
1506906,Santarém Novo,-0.9132875547107595,-47.33347175291388
1507003,Santo Antônio do Tauá,-1.0933026477608925,-48.182510680962444
1507102,São Caetano de Odivelas,-0.8665020181519887,-48.02555361738077
1507151,São Domingos do Araguaia,-5.657730720241654,-48.730647906747244
1507201,São Domingos do Capim,-1.8827042825720715,-47.77153989546331
1507300,São Félix do Xingu,-7.233198888938448,-52.252725594031205
1507409,São Francisco do Pará,-1.2062896874429867,-47.74661104840232
1507458,São Geraldo do Araguaia,-6.189376526109311,-48.74825918183976
1507466,São João da Ponta,-0.8708760220570467,-47.96513218342493
1507474,São João de Pirabas,-0.7834318394155447,-47.217086470449374
1507508,São João do Araguaia,-5.447315295088137,-48.69680708767016
1507607,São Miguel do Guamá,-1.551529576277928,-47.610823199428175
1507706,São Sebastião da Boa Vista,-1.43412904561249,-49.68033205774275
1507755,Sapucaia,-6.8394330252815845,-49.56990908799039
1507805,Senador José Porfírio,-4.324313379119799,-51.7637133948567
1507904,Soure,-0.44859305439916203,-48.69786591942525
1507953,Tailândia,-2.907692143358173,-48.73666281965604
1507961,Terra Alta,-1.0027724511169238,-47.848263235596875
1507979,Terra Santa,-1.9513846537093225,-56.458297853631336
1508001,Tomé-Açu,-2.6359655952070273,-48.26738987920553
1508035,Tracuateua,-1.0397264316036532,-46.93847234179642
1508050,Trairão,-5.130199064477535,-56.00307840770109
1508084,Tucumã,-6.820113202040106,-51.39123569329064
1508100,Tucuruí,-3.8563348099800776,-49.82119552488173
1508126,Ulianópolis,-3.809752114962438,-47.49324818407878
1508159,Uruará,-3.583679766044947,-53.807195377647574
1508209,Vigia,-0.933225853095612,-48.104848486182114
1508308,Viseu,-1.5255457915678374,-46.45387954177122
1508357,Vitória do Xingu,-3.1353061240333986,-51.97384972369172
1508407,Xinguara,-6.917628131794574,-49.63509144167983
1600055,Serra do Navio,1.6523285947157766,-52.26806821736384
1600105,Amapá,1.7298316124060127,-50.60221720919359
1600154,Pedra Branca do Amapari,1.157444485438079,-52.51957893797116
1600204,Calçoene,2.4241290437458836,-51.40653913675791
1600212,Cutias,1.0355410226844366,-50.48661529854187
1600238,Ferreira Gomes,0.9573773722412127,-51.4175368333358
1600253,Itaubal,0.5384245181993896,-50.64012120040181
1600279,Laranjal do Jari,1.1015638252718472,-53.310384089899394
1600303,Macapá,0.562572001620503,-50.69217368592567
1600402,Mazagão,-0.06691669948333345,-51.9511208838495
1600501,Oiapoque,3.1118491930345065,-51.89886038382659
1600535,Porto Grande,0.5857887718942014,-51.670335463416976
1600550,Pracuúba,1.625897751890309,-51.27887832251812
1600600,Santana,0.13017180904575656,-51.378315447896874
1600709,Tartarugalzinho,1.297656173627517,-50.99260831397972
1600808,Vitória do Jari,-0.9963980176293497,-52.0612798662648
1700251,Abreulândia,-9.47861617029104,-49.31120501680912
1700301,Aguiarnópolis,-6.488663282768137,-47.513412085327126
1700350,Aliança do Tocantins,-11.33131748202533,-48.90799223708101
1700400,Almas,-11.429067301443796,-47.21069133589638
1700707,Alvorada,-12.407463379525714,-49.1119064010655
1701002,Ananás,-6.232871581326184,-48.186504964772986
1701051,Angico,-6.436205184434641,-47.91297933242434
1701101,Aparecida do Rio Negro,-9.986518844696452,-47.99999023817269
1701309,Aragominas,-6.944465503491227,-48.632422293211555
1701903,Araguacema,-8.93871348952497,-49.50557057757844
1702000,Araguaçu,-12.839929216282016,-49.696313043722526
1702109,Araguaína,-7.331289350267692,-48.587791222905196
1702158,Araguanã,-6.789973762086419,-48.52435959937594
1702208,Araguatins,-5.665789353610597,-48.104877171345834
1702307,Arapoema,-7.723491850298465,-48.99917106146484
1702406,Arraias,-12.817308157557816,-47.047571085549144
1702554,Augustinópolis,-5.498273911246618,-47.92837980674183
1702703,Aurora do Tocantins,-12.647045611007863,-46.43116571291899
1702901,Axixá do Tocantins,-5.648920003389333,-47.76631558066116
1703008,Babaçulândia,-7.174584083838241,-47.85673799286866
1703057,Bandeirantes do Tocantins,-7.902923397445802,-48.675380887327094
1703073,Barra do Ouro,-7.717860312324261,-47.57855354586109
1703107,Barrolândia,-9.866145826898205,-48.79137646949783
1703206,Bernardo Sayão,-7.983333591081722,-48.968687291128845
1703305,Bom Jesus do Tocantins,-9.012925489821326,-47.87928098036379
1703602,Brasilândia do Tocantins,-8.289234541733277,-48.442169204949124
1703701,Brejinho de Nazaré,-11.029210258657454,-48.62391558897419
1703800,Buriti do Tocantins,-5.337347508787389,-48.136503733847086
1703826,Cachoeirinha,-6.090138904383113,-47.841542364734444
1703842,Campos Lindos,-8.203853713300091,-46.80467905734355
1703867,Cariri do Tocantins,-11.932996949207809,-49.20234974439318
1703883,Carmolândia,-7.045557960880658,-48.37400710635387
1703891,Carrasco Bonito,-5.337066791397171,-48.01024187295452
1703909,Caseara,-9.40135136728452,-49.84829720064505
1704105,Centenário,-9.07395828248833,-47.44489063744896
1704600,Chapada de Areia,-10.165149797320476,-49.19590637728772
1705102,Chapada da Natividade,-11.540925718582876,-47.84611038103227
1705508,Colinas do Tocantins,-8.077425879361115,-48.52996316920958
1705557,Combinado,-12.845861376713154,-46.50320278299319
1705607,Conceição do Tocantins,-12.17062700323967,-47.30365606299137
1706001,Couto Magalhães,-8.43688393546769,-49.16233843727587
1706100,Cristalândia,-10.635994731394993,-49.312906430794115
1706258,Crixás do Tocantins,-11.171778723942424,-49.07281379209651
1706506,Darcinópolis,-6.76335602911862,-47.76793472822494
1707009,Dianópolis,-11.69486662907646,-46.79610845183014
1707108,Divinópolis do Tocantins,-9.694961258214562,-49.35447434838039
1707207,Dois Irmãos do Tocantins,-9.270813393828321,-49.06635829554955
1707306,Dueré,-11.427303950056405,-49.39094665213129
1707405,Esperantina,-5.32639916377659,-48.54038060667698
1707553,Fátima,-10.810529435474194,-48.872039586563616
1707652,Figueirópolis,-12.263228706354878,-49.282630453072535
1707702,Filadélfia,-7.496708512750145,-47.79379213108459
1708205,Formoso do Araguaia,-11.958492890831291,-50.09807794169855
1708254,Tabocão,-9.071271594241065,-48.5458580144765
1708304,Goianorte,-8.873437734530437,-49.0107686986668
1709005,Goiatins,-8.094216448636686,-47.48156462623683
1709302,Guaraí,-8.729837670033076,-48.4247944913948
1709500,Gurupi,-11.65106009845551,-48.887363275694184
1709807,Ipueiras,-11.13487825188429,-48.40385935289433
1710508,Itacajá,-8.571588995989185,-47.668823347161954
1710706,Itaguatins,-5.802659905960978,-47.595011962042435
1710904,Itapiratins,-8.316213582487112,-48.03333556307414
1711100,Itaporã do Tocantins,-8.450955312111915,-48.75279867516951
1711506,Jaú do Tocantins,-12.746670040543185,-48.64521221543806
1711803,Juarina,-8.140446084013746,-49.11015777620526
1711902,Lagoa da Confusão,-11.035118100963842,-50.16076521437416
1711951,Lagoa do Tocantins,-10.341542353648785,-47.4813356890183
1712009,Lajeado,-9.849964040863238,-48.291567764042924
1712157,Lavandeira,-12.814358454753927,-46.408639225722006
1712405,Lizarda,-9.52467287223189,-46.938978090397654
1712454,Luzinópolis,-6.206234734370489,-47.830580546095064
1712504,Marianópolis do Tocantins,-9.787384564193585,-49.70018262642805
1712702,Mateiros,-10.583094212055071,-46.50247637110754
1712801,Maurilândia do Tocantins,-6.023005122600667,-47.58967533669926
1713205,Miracema do Tocantins,-9.754365495688988,-48.55180034648423
1713304,Miranorte,-9.416429657004933,-48.6834949912232
1713601,Monte do Carmo,-10.747626276720323,-48.01710409910503
1713700,Monte Santo do Tocantins,-9.99959599199085,-49.06737102973467
1713809,Palmeiras do Tocantins,-6.600103003946134,-47.642637130550064
1713957,Muricilândia,-7.003201162113588,-48.78639790797766
1714203,Natividade,-11.798200005749763,-47.64859475574508
1714302,Nazaré,-6.329788106425215,-47.78310985272551
1714880,Nova Olinda,-7.637861450625728,-48.36098597312083
1715002,Nova Rosalândia,-10.549633168570779,-48.97332953391109
1715101,Novo Acordo,-10.154798955134275,-47.38307258795821
1715150,Novo Alegre,-12.913751589671994,-46.55994900834336
1715259,Novo Jardim,-11.778736034379596,-46.57050916568973
1715507,Oliveira de Fátima,-10.67482995087434,-48.87590871813835
1715705,Palmeirante,-7.885588283049926,-48.15609936765073
1715754,Palmeirópolis,-13.019557776695613,-48.34931359966248
1716109,Paraíso do Tocantins,-10.217966352818888,-48.827111913483094
1716208,Paranã,-12.696185408436277,-47.81335604160233
1716307,Pau D'Arco,-7.5449711825173935,-48.98941016519183
1716505,Pedro Afonso,-9.22711421757403,-48.03400813536702
1716604,Peixe,-11.996881997629346,-48.5558499848019
1716653,Pequizeiro,-8.379589058866106,-48.91727277403643
1716703,Colméia,-8.836819475526916,-48.74871515406725
1717008,Pindorama do Tocantins,-11.159996491752338,-47.559169742170724
1717206,Piraquê,-6.738304194487136,-48.23948912902424
1717503,Pium,-10.209381984256094,-49.87166617978003
1717800,Ponte Alta do Bom Jesus,-12.056855495406316,-46.592769813007
1717909,Ponte Alta do Tocantins,-10.749317391495522,-47.32411874116446
1718006,Porto Alegre do Tocantins,-11.511724025743119,-47.04729322568579
1718204,Porto Nacional,-10.543596283782442,-48.496472476703076
1718303,Praia Norte,-5.474810204721086,-47.78200160905865
1718402,Presidente Kennedy,-8.461451462197159,-48.4616894225234
1718451,Pugmil,-10.4225244487575,-48.88233422768312
1718501,Recursolândia,-8.697634409018423,-47.11318160497826
1718550,Riachinho,-6.459935959416173,-48.135224255897604
1718659,Rio da Conceição,-11.336986407533038,-46.73736908154128
1718709,Rio dos Bois,-9.236046759422242,-48.45213003277919
1718758,Rio Sono,-9.647574605866632,-47.49581378846458
1718808,Sampaio,-5.329883087851692,-47.91882784057514
1718840,Sandolândia,-12.401047772183453,-49.8761803507179
1718865,Santa Fé do Araguaia,-7.0930867734415015,-48.97490156324859
1718881,Santa Maria do Tocantins,-8.824908079851149,-47.847907496166535
1718899,Santa Rita do Tocantins,-10.97007533853969,-49.29487081855854
1718907,Santa Rosa do Tocantins,-11.397772357286899,-48.10883082742638
1719004,Santa Tereza do Tocantins,-10.298758425795254,-47.741807836222804
1720002,Santa Terezinha do Tocantins,-6.4725773717938395,-47.75086109748099
1720101,São Bento do Tocantins,-5.976457920292575,-47.94017278739611
1720150,São Félix do Tocantins,-10.068623740227178,-46.67756254059811
1720200,São Miguel do Tocantins,-5.543462683173765,-47.598098157539674
1720259,São Salvador do Tocantins,-12.57844753274034,-48.36363300330994
1720309,São Sebastião do Tocantins,-5.240966066696758,-48.331849626236846
1720499,São Valério,-11.803574235255278,-48.17003277276757
1720655,Silvanópolis,-11.130518204870151,-48.00571519551401
1720804,Sítio Novo do Tocantins,-5.635737615823811,-47.684133926010475
1720853,Sucupira,-12.113566851211576,-48.83417441270857
1720903,Taguatinga,-12.386658968489398,-46.56523859263009
1720937,Taipas do Tocantins,-12.139863970947761,-46.99402675627681
1720978,Talismã,-12.682456609175162,-49.0485379724421
1721000,Palmas,-10.220007088291798,-48.15248367313659
1721109,Tocantínia,-9.603417246360383,-48.14101603217125
1721208,Tocantinópolis,-6.257005825809831,-47.5382413759525
1721257,Tupirama,-8.938830139810689,-48.259847028596006
1721307,Tupiratins,-8.356309021042515,-48.21073572590546
1722081,Wanderlândia,-6.910013044990999,-48.00208005381511
1722107,Xambioá,-6.544506969521617,-48.45030171741549
2100055,Açailândia,-4.785788029569293,-47.33254402253238
2100105,Afonso Cunha,-4.214729311665136,-43.297222241383615
2100154,Água Doce do Maranhão,-2.947920370847057,-42.16670855791098
2100204,Alcântara,-2.3794683227598448,-44.539605092016394
2100303,Aldeias Altas,-4.502598467612986,-43.383083744579686
2100402,Altamira do Maranhão,-4.1671359896056455,-45.50341749513513
2100436,Alto Alegre do Maranhão,-4.2105718664598495,-44.396114320148946
2100477,Alto Alegre do Pindaré,-3.870674618926037,-46.002606379107874
2100501,Alto Parnaíba,-9.508216325724995,-46.21310613513194
2100550,Amapá do Maranhão,-1.6730336964217778,-45.9479982116737
