region_id,value
31035,36073
31036,29320
31037,31319
31038,9717
31039,13512
31040,24612
31041,21846
31042,1418752
31043,19222
31044,253625
31045,46905
31046,18600
31047,869685
31048,686414
31049,652410
31050,11590
31051,49265
31052,5283
31053,10212
31054,225
31055,20170
31056,9966
31057,6556
31058,17194
31059,14278
31060,796488
31061,14440
31062,76140
31063,15777
31064,49812
31065,26255
31066,5359
32001,4515
32002,17405
32003,5370
32004,521077
32005,1112835
32006,1038386
32007,3037
32008,28939
32009,10115
32010,6705
32011,3940
32012,17144
32013,339013
33001,17000
33002,5000
33003,2304777
33004,16790
33005,1270
33006,0
33007,0
33008,250
33009,6439
33010,339636
33011,990
33012,3967
33013,2088
33014,1030
33015,0
33016,0
33017,2444
33018,7254
35001,5719750
35002,5581046
35003,6702607
35004,32544511
35005,10186487
35006,4322060
35007,5125500
35008,9725840
35009,11541450
35010,22935656
35011,7194370
35012,6935650
35013,22838420
35014,26545438
35015,7956848
35016,16351425
35017,15098320
35018,9594765
35019,8754939
35020,11646779
35021,16551133
35022,3307071
35023,6643690
35024,21988400
35025,9934000
35026,4620705
35027,7507295
35028,9657890
35029,4950315
35030,6776976
35031,2467100
35032,3413773
35033,134967
35034,6599520
35035,5685156
35036,25291751
35037,2996250
35038,1913756
35039,19053457
35040,7799315
35041,231510
35042,488000
35043,3537118
35044,9623
35045,0
35046,1575399
35047,825
35048,19878
35049,0
35050,240350
35051,9055
35052,12825
35053,1930
35054,0
35055,1453
35056,0
35057,0
35058,2
35059,0
35060,0
35061,770
35062,1500
35063,0
41001,8214022
41002,1754789
41003,7807371
41004,85455
41005,527341
41006,6663283
41007,1819381
41008,153246
41009,256532
41010,215748
41011,34024
41012,687444
41013,320919
41014,88260
41015,1907444
41016,3300135
41017,328105
41018,94668
41019,15620
41020,1435
41021,0
41022,42145
41023,23987
41024,16753
41025,9500
41026,12650
41027,12520
41028,1867
41029,15701
41030,410
41031,3618
41032,0
41033,8295
41034,280
41035,15824
41036,0
41037,1680
41038,13824
41039,0
42001,39822
42002,20998
42003,5089
42004,0
42005,17515
42006,40
42007,0
42008,10045
42009,0
42010,1750
42011,12905
42012,21978
42013,440
42014,3520
42015,105
42016,10413
42017,2107
42018,23881
42019,14630
42020,2355
43001,16390
43002,13950
43003,26986
43004,38190
43005,8915
43006,24258
43007,7802
43008,5437
43009,10630
43010,1791
43011,3976
43012,1524
43013,342
43014,7239
43015,260
43016,5974
43017,6424
43018,14895
43019,8285
43020,24100
43021,30242
43022,8670
43023,29552
43024,45257
43025,629
43026,34106
43027,34064
43028,1605
43029,1470
43030,0
43031,0
43032,0
43033,0
43034,0
43035,0
50001,823
50002,1860
50003,1745042
50004,456503
50005,5379247
50006,1224044
50007,174370
50008,4495097
50009,3031
50010,15949622
50011,11329301
51001,74168
51002,0
51003,800
51004,3962499
51005,296725
51006,126408
51007,500
51008,1200
51009,0
51010,0
51011,0
51012,200
51013,7738433
51014,1453918
51015,75750
51016,25367
51017,20196
51018,417350
51019,1000
51020,3916
51021,370080
51022,2776669
52001,1855
52002,0
52003,357300
52004,832844
52005,600
52006,7974359
52007,804001
52008,0
52009,886705
52010,104359
52011,0
52012,2569713
52013,17463039
52014,7826370
52015,21013151
52016,0
52017,453783
52018,13236993
53001,27092
