region_id,value
43016,0
43017,0
43018,392208
43019,275603
43020,80851
43021,23600
43022,335669
43023,18133
43024,8732
43025,140752
43026,321549
43027,664386
43028,670819
43029,2224122
43030,472863
43031,435993
43032,38115
43033,304558
43034,438793
43035,809643
50001,0
50002,14700
50003,2
50004,0
50005,0
50006,0
50007,0
50008,0
50009,45
50010,40531
50011,4876
51001,8901
51002,15150
51003,67567
51004,4428
51005,59691
51006,29520
51007,104492
51008,23575
51009,5853
51010,22260
51011,810
51012,960
51013,1740
51014,0
51015,0
51016,1740
51017,12
51018,25
51019,1015
51020,0
51021,0
51022,0
52001,26349
52002,126
52003,0
52004,1151
52005,15679
52006,993
52007,128
52008,0
52009,60
52010,78
52011,60258
52012,673
52013,225
52014,148
52015,1807
52016,94
52017,0
52018,0
53001,0
