region_id,value
27013,0
28001,0
28002,0
28003,0
28004,0
28005,0
28006,0
28007,0
28008,0
28009,0
28010,0
28011,0
28012,0
28013,0
29001,19970
29002,0
29003,4374
29004,0
29005,0
29006,0
29007,0
29008,4
29009,1424
29010,507
29011,395
29012,0
29013,0
29014,0
29015,0
29016,0
29017,0
29018,0
29019,0
29020,12
29021,0
29022,3
29023,40714
29024,2303
29025,4
29026,49
29027,5617
29028,31348
29029,8459
29030,678
29031,9128
29032,108336
31001,16478
31002,28280
31003,1123
31004,33
31005,13869
31006,8750
31007,125
31008,146
31009,826
31010,2810
31011,21250
31012,1664
31013,38
31014,2355
31015,2823
31016,1
31017,31
31018,33333
31019,119730
31020,70384
31021,0
31022,919
31023,48198
31024,809
31025,0
31026,939
31027,0
31028,120
31029,0
31030,187
31031,267
31032,5
31033,56
31034,631
31035,216
31036,3007
31037,977
31038,9805
31039,97
31040,49091
31041,37655
31042,37011
31043,379
31044,11733
31045,20827
31046,30885
31047,60429
31048,118293
31049,87055
31050,136045
31051,49980
31052,5655
31053,37550
31054,22475
31055,869
31056,3402
31057,19055
31058,5045
31059,860
31060,19228
31061,170140
31062,25285
31063,55023
31064,1718
31065,267
31066,1033
32001,31398
32002,137689
32003,138532
32004,31851
32005,74278
32006,146268
32007,90722
32008,79162
32009,3350
32010,24616
32011,113044
32012,79308
32013,605
33001,15468
33002,9
33003,17
33004,73
33005,4
33006,0
33007,3252
33008,50
33009,0
33010,0
33011,4
33012,13
33013,0
33014,0
33015,432
33016,0
33017,0
33018,0
35001,13
35002,64
35003,89
35004,117
35005,33
35006,0
35007,36
35008,67
35009,5
35010,3283
35011,2139
35012,73856
35013,300
35014,2430
35015,33000
35016,12
35017,44
35018,728
35019,643
35020,2194
35021,8075
35022,4332
35023,2527
35024,836
35025,1562
35026,4216
35027,1521
35028,57
35029,1471
35030,69113
35031,1330
35032,986
35033,11585
35034,236
35035,6305
35036,609
35037,936
35038,26778
35039,425
35040,27089
35041,2247
35042,79
35043,73
35044,7
35045,5
35046,130
35047,57
35048,1710
35049,0
35050,0
35051,0
35052,0
35053,5
35054,0
35055,18
35056,0
35057,0
35058,2
35059,0
35060,0
35061,2
35062,0
35063,0
41001,148
41002,261
41003,906
41004,10
41005,222
41006,365
41007,245
41008,7
41009,71
41010,1866
41011,2185
41012,143
41013,2125
41014,1653
41015,3084
41016,4222
41017,12596
41018,14264
41019,7
41020,126
41021,0
41022,326
41023,38
41024,3
41025,0
41026,0
41027,0
41028,0
41029,0
41030,0
41031,0
41032,0
41033,0
41034,0
41035,0
41036,0
41037,0
41038,0
41039,0
42001,0
42002,0
42003,0
42004,0
42005,0
42006,0
42007,0
42008,0
42009,0
42010,0
42011,0
42012,0
42013,0
42014,0
42015,0
42016,0
42017,0
42018,0
42019,0
42020,0
43001,0
43002,0
43003,0
43004,0
43005,0
43006,0
43007,0
43008,0
43009,0
43010,0
43011,0
43012,0
43013,0
43014,0
43015,0
43016,0
43017,0
43018,0
43019,0
43020,0
43021,0
43022,0
43023,0
43024,0
43025,0
43026,0
43027,0
43028,0
43029,0
43030,0
43031,0
43032,0
43033,0
43034,0
43035,0
50001,0
50002,0
50003,0
50004,0
50005,0
50006,0
50007,0
50008,0
50009,0
50010,4
50011,60
51001,7986
51002,672
51003,24
51004,2
51005,305
51006,0
51007,173
51008,0
51009,0
51010,0
51011,0
51012,37
51013,119
51014,3
51015,0
51016,0
51017,0
51018,0
51019,27
51020,0
51021,0
51022,0
52001,0
52002,0
52003,0
52004,418
52005,500
52006,0
52007,648
52008,0
52009,221
52010,378
52011,0
52012,7985
52013,0
52014,1782
52015,0
52016,70
52017,4955
52018,0
53001,1205
